station,time,mooring_site_desc,air_temperature,air_temperature_qc,barometric_pressure,barometric_pressure_qc,wind_gust,wind_gust_qc,wind_speed,wind_speed_qc,wind_direction,wind_direction_qc,wind_2_gust,wind_2_gust_qc,wind_2_speed,wind_2_speed_qc,wind_2_direction,wind_2_direction_qc,visibility,visibility_qc,longitude,latitude,depth
,UTC,,celsius,1,millibars,1,m/s,1,m/s,1,degrees_true,1,m/s,1,m/s,1,degrees_true,1,meters,1,degrees_east,degrees_north,m
F01,2023-05-13T11:30:00Z,Penobscot Bay,13.34,0,1011.7154,0,7.605,39,6.492,39,336.9,39,7.784,0,6.574,0,342.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T11:40:00Z,Penobscot Bay,13.64,0,1011.7754,0,8.66,39,6.949,39,337.9,39,9.01,0,7.013,0,343.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T11:50:00Z,Penobscot Bay,13.84,0,1011.83545,0,9.6,39,7.228,39,339.5,39,9.79,0,7.208,0,343.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T12:00:00Z,Penobscot Bay,13.29,0,1012.01544,0,9.6,39,6.596,39,341.5,39,9.31,0,6.571,0,344.284,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T12:10:00Z,Penobscot Bay,12.99,0,1012.0755,0,6.86,39,5.905,39,331.1,39,7.052,0,5.958,0,336.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T12:20:00Z,Penobscot Bay,13.1,0,1012.1355,0,7.722,39,6.621,39,323.3,39,7.934,0,6.701,0,329.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T12:30:00Z,Penobscot Bay,13.36,0,1012.0755,0,8.51,39,7.412,39,324.4,39,8.61,0,7.45,0,330.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T12:40:00Z,Penobscot Bay,13.42,0,1012.1355,0,8.27,39,7.12,39,325.7,39,8.44,0,7.16,0,331.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T12:50:00Z,Penobscot Bay,13.45,0,1012.1955,0,8.31,39,6.913,39,325.3,39,8.27,0,6.945,0,331.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T13:00:00Z,Penobscot Bay,13.24,0,1012.2555,0,7.762,39,6.551,39,324.3,39,7.954,0,6.583,0,330.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T13:10:00Z,Penobscot Bay,13.29,0,1012.2555,0,7.448,39,5.736,39,324.5,39,7.752,0,5.786,0,330.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T13:20:00Z,Penobscot Bay,13.36,0,1012.31555,0,7.526,39,5.395,39,312.1,39,7.636,0,5.516,0,318.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T13:30:00Z,Penobscot Bay,13.33,0,1012.2555,0,5.88,39,4.973,39,318.3,39,6.028,0,5.069,0,324.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T13:40:00Z,Penobscot Bay,14.15,0,1012.2555,0,7.056,39,6.35,39,310.2,39,7.282,0,6.494,0,317.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T13:50:00Z,Penobscot Bay,14.65,0,1012.31555,0,7.409,39,6.27,39,308.3,39,7.52,0,6.402,0,315.7,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T14:00:00Z,Penobscot Bay,14.83,0,1012.31555,0,7.84,39,5.738,39,311.5,39,8.05,0,5.72,0,315.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T14:10:00Z,Penobscot Bay,14.9,0,1012.2555,0,6.703,39,4.77,39,321.6,39,6.73,0,4.65,0,319.1,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T14:20:00Z,Penobscot Bay,14.66,0,1012.2555,0,5.253,39,4.14,39,308.8,39,5.082,0,4.003,0,306.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T14:30:00Z,Penobscot Bay,14.84,0,1012.0755,0,6.586,39,5.302,39,312.1,39,6.174,0,5.034,0,309.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T14:40:00Z,Penobscot Bay,14.86,0,1011.95544,0,8.74,39,6.34,39,311.1,39,8.21,0,6.039,0,308.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T14:50:00Z,Penobscot Bay,15.29,0,1011.89545,0,7.37,39,6.259,39,311.1,39,7.034,0,5.965,0,308.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T15:00:00Z,Penobscot Bay,15.15,0,1011.89545,0,7.33,39,4.398,39,301.3,39,6.794,0,4.164,0,299.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T15:10:00Z,Penobscot Bay,15.51,0,1011.89545,0,7.33,39,4.0,39,296.9,39,7.016,0,3.804,0,294.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T15:20:00Z,Penobscot Bay,15.86,0,1011.89545,0,7.33,39,5.155,39,284.5,39,7.29,0,4.9,0,281.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T15:30:00Z,Penobscot Bay,16.26,0,1011.89545,0,8.47,39,6.442,39,280.7,39,7.982,0,6.085,0,278.1,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T15:40:00Z,Penobscot Bay,16.38,0,1011.89545,0,9.49,39,6.723,39,280.4,39,9.02,0,6.357,0,278.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T15:50:00Z,Penobscot Bay,15.94,0,1011.7754,0,10.23,39,7.286,39,274.4,39,9.58,0,6.894,0,272.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T16:00:00Z,Penobscot Bay,15.92,0,1011.7154,0,9.25,39,7.776,39,297.6,39,8.78,0,7.381,0,294.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T16:10:00Z,Penobscot Bay,15.63,0,1011.59534,0,8.62,39,7.211,39,301.3,39,8.53,0,6.91,0,298.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T16:20:00Z,Penobscot Bay,16.44,0,1011.47534,0,10.54,39,8.74,39,284.6,39,10.0,0,8.27,0,282.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T16:30:00Z,Penobscot Bay,16.38,0,1011.41534,0,11.84,39,8.99,39,273.5,39,11.42,0,8.52,0,270.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T16:40:00Z,Penobscot Bay,16.01,0,1011.3553,0,8.08,39,5.683,39,291.6,39,8.16,0,5.416,0,289.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T16:50:00Z,Penobscot Bay,16.36,0,1011.2353,0,11.02,39,8.63,39,302.7,39,11.15,0,8.52,0,305.1,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T17:00:00Z,Penobscot Bay,16.42,0,1011.2353,0,12.0,39,9.74,39,300.4,39,11.39,0,9.54,0,303.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T17:10:00Z,Penobscot Bay,16.64,0,1011.1753,0,11.76,39,9.51,39,306.0,39,11.77,0,9.1,0,307.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T17:20:00Z,Penobscot Bay,16.4,0,1011.1753,0,11.52,39,9.12,39,303.5,39,10.98,0,8.73,0,304.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T17:30:00Z,Penobscot Bay,15.97,0,1011.11523,0,10.47,39,7.809,39,317.3,39,9.84,0,7.515,0,316.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T17:40:00Z,Penobscot Bay,16.31,0,1011.05524,0,11.56,39,9.0,39,290.2,39,11.04,0,8.5,0,288.8,0,2996.9692,0,-68.99635,44.05597,-3.0
F01,2023-05-13T17:50:00Z,Penobscot Bay,16.66,0,1010.9352,0,11.72,39,8.7,39,313.9,39,10.96,0,8.32,0,312.6,0,2992.1636,0,-68.99635,44.05597,-3.0
F01,2023-05-13T18:00:00Z,Penobscot Bay,16.55,0,1010.9352,0,10.66,39,7.837,39,321.8,39,10.17,0,7.435,0,318.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T18:10:00Z,Penobscot Bay,15.93,0,1011.05524,0,10.07,39,7.028,39,314.2,39,9.56,0,6.67,0,311.3,0,2977.7466,0,-68.99635,44.05597,-3.0
F01,2023-05-13T18:20:00Z,Penobscot Bay,16.98,0,1011.05524,0,11.25,39,7.514,39,293.3,39,11.13,0,7.099,0,290.8,0,2990.9622,0,-68.99635,44.05597,-3.0
F01,2023-05-13T18:30:00Z,Penobscot Bay,16.13,0,1010.99524,0,8.58,39,7.118,39,319.2,39,8.2,0,6.864,0,319.3,0,2993.365,0,-68.99635,44.05597,-3.0
F01,2023-05-13T18:40:00Z,Penobscot Bay,15.71,0,1010.99524,0,7.213,39,5.724,39,322.8,39,7.178,0,5.569,0,324.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T18:50:00Z,Penobscot Bay,16.47,0,1010.9352,0,9.13,39,5.362,39,300.9,39,8.99,0,5.284,0,301.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T19:00:00Z,Penobscot Bay,17.01,0,1010.8152,0,10.07,39,6.953,39,317.0,39,10.29,0,6.826,0,318.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T19:10:00Z,Penobscot Bay,16.22,0,1010.8152,0,9.6,39,6.927,39,331.1,39,9.81,0,6.709,0,329.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T19:20:00Z,Penobscot Bay,16.96,0,1010.8152,0,11.37,39,7.408,39,315.7,39,11.36,0,7.346,0,318.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T19:30:00Z,Penobscot Bay,16.98,0,1010.8152,0,9.56,39,7.445,39,311.6,39,9.73,0,7.305,0,313.9,0,2995.7678,0,-68.99635,44.05597,-3.0
F01,2023-05-13T19:40:00Z,Penobscot Bay,16.96,0,1010.7552,0,14.23,39,7.821,39,313.7,39,13.11,0,7.553,0,312.8,0,2990.9622,0,-68.99635,44.05597,-3.0
F01,2023-05-13T19:50:00Z,Penobscot Bay,17.31,0,1010.63513,0,13.01,39,9.73,39,312.8,39,12.52,0,9.25,0,310.7,0,2929.6902,0,-68.99635,44.05597,-3.0
F01,2023-05-13T20:00:00Z,Penobscot Bay,16.87,0,1010.7552,0,12.82,39,9.67,39,306.8,39,13.17,0,9.49,0,309.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T20:10:00Z,Penobscot Bay,17.28,0,1010.63513,0,12.35,39,9.37,39,314.2,39,11.73,0,8.95,0,313.8,0,2988.5593,0,-68.99635,44.05597,-3.0
F01,2023-05-13T20:20:00Z,Penobscot Bay,16.9,0,1010.63513,0,11.68,39,9.02,39,317.2,39,10.95,0,8.68,0,318.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T20:30:00Z,Penobscot Bay,17.13,0,1010.63513,0,11.02,39,8.33,39,308.2,39,11.06,0,8.04,0,308.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T20:40:00Z,Penobscot Bay,16.84,0,1010.63513,0,10.58,39,7.783,39,304.5,39,10.48,0,7.645,0,307.3,0,2957.3228,0,-68.99635,44.05597,-3.0
F01,2023-05-13T20:50:00Z,Penobscot Bay,17.42,0,1010.63513,0,10.23,39,7.604,39,304.5,39,10.31,0,7.69,0,310.9,0,2988.5593,0,-68.99635,44.05597,-3.0
F01,2023-05-13T21:00:00Z,Penobscot Bay,17.12,0,1010.4551,0,10.62,39,7.049,39,318.1,39,10.45,0,6.833,0,319.1,0,2910.4675,0,-68.99635,44.05597,-3.0
F01,2023-05-13T21:10:00Z,Penobscot Bay,17.36,0,1010.3951,0,10.04,39,7.34,39,299.0,39,10.54,0,7.252,0,302.0,0,2921.2803,0,-68.99635,44.05597,-3.0
F01,2023-05-13T21:20:00Z,Penobscot Bay,17.36,0,1010.4551,0,11.49,39,8.63,39,291.6,39,11.47,0,8.69,0,298.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T21:30:00Z,Penobscot Bay,17.61,0,1010.3951,0,11.76,39,8.4,39,294.3,39,11.52,0,8.38,0,299.1,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T21:40:00Z,Penobscot Bay,17.11,0,1010.4551,0,8.31,39,6.815,39,294.7,39,8.48,0,6.854,0,299.0,0,2969.3367,0,-68.99635,44.05597,-3.0
F01,2023-05-13T21:50:00Z,Penobscot Bay,16.91,0,1010.4551,0,7.801,39,5.963,39,307.2,39,7.616,0,5.722,0,304.4,0,2791.5278,0,-68.99635,44.05597,-3.0
F01,2023-05-13T22:00:00Z,Penobscot Bay,17.57,0,1010.63513,0,7.017,39,5.265,39,287.7,39,6.67,0,5.043,0,284.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T22:10:00Z,Penobscot Bay,17.36,0,1010.6951,0,8.7,39,6.657,39,289.1,39,8.27,0,6.381,0,286.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T22:20:00Z,Penobscot Bay,17.15,0,1010.8152,0,8.86,39,6.587,39,291.7,39,8.41,0,6.31,0,288.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T22:30:00Z,Penobscot Bay,16.01,0,1011.11523,0,8.08,39,6.586,39,305.9,39,7.562,0,6.241,0,303.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T22:40:00Z,Penobscot Bay,15.39,0,1011.47534,0,12.35,39,9.95,39,325.0,39,11.83,0,9.58,0,323.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T22:50:00Z,Penobscot Bay,15.08,0,1011.83545,0,13.17,39,10.37,39,329.4,39,12.32,0,10.1,0,328.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T23:00:00Z,Penobscot Bay,14.46,0,1012.37555,0,10.82,39,8.35,39,329.8,39,10.74,0,8.11,0,328.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T23:10:00Z,Penobscot Bay,14.39,0,1012.6156,0,10.07,39,8.42,39,329.7,39,9.5,0,8.13,0,328.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T23:20:00Z,Penobscot Bay,14.12,0,1012.91565,0,9.8,39,7.9,39,331.9,39,9.53,0,7.646,0,330.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T23:30:00Z,Penobscot Bay,13.89,0,1013.27576,0,10.74,39,8.48,39,329.7,39,10.43,0,8.14,0,327.7,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T23:40:00Z,Penobscot Bay,14.1,0,1013.5758,0,13.21,39,10.24,39,333.2,39,12.44,0,10.1,0,331.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-13T23:50:00Z,Penobscot Bay,13.99,0,1013.81586,0,12.54,39,10.42,39,334.3,39,12.14,0,10.42,0,333.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T00:00:00Z,Penobscot Bay,13.5,0,1014.356,0,12.43,39,10.28,39,330.7,39,11.86,0,9.99,0,329.1,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T00:10:00Z,Penobscot Bay,13.1,0,1014.7761,0,13.76,39,9.77,39,329.7,39,12.61,0,9.57,0,328.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T00:20:00Z,Penobscot Bay,12.83,0,1015.13617,0,13.05,39,10.01,39,333.1,39,12.27,0,9.82,0,332.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T00:30:00Z,Penobscot Bay,12.68,0,1015.4363,0,13.09,39,10.77,39,337.2,39,13.04,0,10.69,0,337.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T00:40:00Z,Penobscot Bay,11.83,0,1015.7363,0,13.99,39,11.02,39,339.2,39,13.43,0,10.96,0,338.8,0,2862.4111,0,-68.99635,44.05597,-3.0
F01,2023-05-14T00:50:00Z,Penobscot Bay,11.78,0,1016.0364,0,13.25,39,11.29,39,337.4,39,13.3,0,11.2,0,336.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T01:00:00Z,Penobscot Bay,12.01,0,1016.2764,0,13.92,39,11.22,39,335.6,39,13.8,0,11.17,0,334.7,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T01:10:00Z,Penobscot Bay,11.79,0,1016.51654,0,13.48,39,10.1,39,336.8,39,13.33,0,9.97,0,335.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T01:20:00Z,Penobscot Bay,11.19,0,1016.8766,0,11.72,39,9.06,39,343.1,39,11.3,0,8.91,0,342.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T01:30:00Z,Penobscot Bay,10.64,0,1017.17664,0,10.39,39,8.43,39,351.188,39,10.11,0,8.15,0,351.395,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T01:40:00Z,Penobscot Bay,10.57,0,1017.3567,0,10.15,39,8.39,39,352.84,39,10.13,0,8.09,0,353.26,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T01:50:00Z,Penobscot Bay,10.48,0,1017.41675,0,10.86,39,8.86,39,350.854,39,10.31,0,8.58,0,350.843,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T02:00:00Z,Penobscot Bay,10.38,0,1017.47675,0,11.64,39,9.46,39,349.669,39,11.1,0,9.24,0,349.755,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T02:10:00Z,Penobscot Bay,10.33,0,1017.53674,0,11.72,39,9.59,39,343.4,39,11.2,0,9.45,0,343.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T02:20:00Z,Penobscot Bay,10.36,0,1017.53674,0,11.49,39,9.8,39,341.3,39,11.21,0,9.57,0,340.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T02:30:00Z,Penobscot Bay,10.24,0,1017.7168,0,9.92,39,8.3,39,345.686,39,9.84,0,8.15,0,343.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T02:40:00Z,Penobscot Bay,10.26,0,1017.8368,0,10.82,39,8.57,39,338.0,39,10.8,0,8.35,0,336.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T02:50:00Z,Penobscot Bay,10.27,0,1018.01685,0,10.78,39,8.57,39,340.7,39,10.21,0,8.31,0,340.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T03:00:00Z,Penobscot Bay,10.2,0,1018.0769,0,11.52,39,8.99,39,338.8,39,11.36,0,8.8,0,338.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T03:10:00Z,Penobscot Bay,10.14,0,1018.1969,0,10.94,39,8.56,39,337.0,39,10.27,0,8.38,0,336.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T03:20:00Z,Penobscot Bay,10.15,0,1018.2569,0,11.64,39,9.73,39,334.6,39,11.13,0,9.29,0,335.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T03:30:00Z,Penobscot Bay,10.1,0,1018.43695,0,11.25,39,9.48,39,339.0,39,11.08,0,9.16,0,338.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T03:40:00Z,Penobscot Bay,10.0,0,1018.557,0,11.05,39,9.13,39,341.8,39,10.57,0,8.86,0,339.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T03:50:00Z,Penobscot Bay,9.92,0,1018.557,0,10.94,39,8.96,39,339.7,39,10.42,0,8.61,0,337.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T04:00:00Z,Penobscot Bay,9.9,0,1018.557,0,11.29,39,8.85,39,335.6,39,10.72,0,8.55,0,333.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T04:10:00Z,Penobscot Bay,9.65,0,1018.37695,0,12.03,39,9.84,39,329.0,39,12.02,0,9.57,0,326.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T04:20:00Z,Penobscot Bay,9.38,0,1018.31696,0,11.8,39,9.59,39,320.8,39,11.67,0,9.32,0,317.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T04:30:00Z,Penobscot Bay,9.61,0,1018.2569,0,10.62,39,8.87,39,318.9,39,10.7,0,8.57,0,315.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T04:40:00Z,Penobscot Bay,9.56,0,1018.31696,0,10.78,39,8.49,39,325.4,39,10.26,0,8.2,0,322.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T04:50:00Z,Penobscot Bay,9.47,0,1018.37695,0,9.29,39,7.785,39,335.2,39,9.07,0,7.513,0,332.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T05:00:00Z,Penobscot Bay,9.45,0,1018.2569,0,9.25,39,7.243,39,341.4,39,8.96,0,7.03,0,338.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T05:10:00Z,Penobscot Bay,9.49,0,1018.31696,0,7.801,39,6.267,39,346.117,39,7.95,0,6.258,0,347.481,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T05:20:00Z,Penobscot Bay,9.47,0,1018.2569,0,8.82,39,6.961,39,354.07,39,8.79,0,6.854,0,353.36,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T05:30:00Z,Penobscot Bay,9.38,0,1018.37695,0,8.31,39,6.872,39,341.7,39,8.2,0,6.718,0,340.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T05:40:00Z,Penobscot Bay,9.31,0,1018.31696,0,8.74,39,7.163,39,326.4,39,8.56,0,6.905,0,324.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T05:50:00Z,Penobscot Bay,9.28,0,1018.49695,0,7.997,39,6.283,39,321.3,39,8.1,0,6.027,0,318.7,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T06:00:00Z,Penobscot Bay,9.29,0,1018.737,0,6.664,39,5.034,39,310.8,39,6.318,0,4.872,0,308.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T06:10:00Z,Penobscot Bay,9.55,0,1018.617,0,8.58,39,6.12,39,332.2,39,8.58,0,6.037,0,328.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T06:20:00Z,Penobscot Bay,9.52,0,1018.49695,0,7.84,39,5.949,39,320.3,39,7.64,0,5.849,0,317.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T06:30:00Z,Penobscot Bay,9.38,0,1018.49695,0,7.33,39,5.981,39,321.7,39,7.184,0,5.882,0,318.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T06:40:00Z,Penobscot Bay,9.32,0,1018.557,0,7.291,39,5.786,39,322.7,39,7.234,0,5.741,0,318.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T06:50:00Z,Penobscot Bay,9.26,0,1018.617,0,6.782,39,5.083,39,321.3,39,6.856,0,5.05,0,317.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T07:00:00Z,Penobscot Bay,9.17,0,1018.557,0,7.448,39,5.137,39,326.9,39,7.24,0,5.14,0,322.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T07:10:00Z,Penobscot Bay,9.1,0,1018.49695,0,6.625,39,5.266,39,330.0,39,6.502,0,5.246,0,326.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T07:20:00Z,Penobscot Bay,8.97,0,1018.49695,0,6.468,39,5.045,39,314.5,39,6.5,0,5.042,0,311.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T07:30:00Z,Penobscot Bay,8.63,0,1018.557,0,7.409,39,5.906,39,306.5,39,7.38,0,5.86,0,304.2,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T07:40:00Z,Penobscot Bay,8.43,0,1018.677,0,7.801,39,6.744,39,308.8,39,7.588,0,6.628,0,306.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T07:50:00Z,Penobscot Bay,8.4,0,1018.557,0,7.997,39,6.751,39,313.9,39,7.836,0,6.648,0,311.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T08:00:00Z,Penobscot Bay,8.43,0,1018.49695,0,8.7,39,6.923,39,313.1,39,8.41,0,6.804,0,310.3,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T08:10:00Z,Penobscot Bay,8.35,0,1018.557,0,7.722,39,6.278,39,313.8,39,7.676,0,6.153,0,310.8,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T08:20:00Z,Penobscot Bay,8.3,0,1018.49695,0,7.566,39,6.457,39,317.0,39,7.514,0,6.353,0,313.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T08:30:00Z,Penobscot Bay,8.35,0,1018.43695,0,8.08,39,6.442,39,316.6,39,8.03,0,6.332,0,313.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T08:40:00Z,Penobscot Bay,8.45,0,1018.31696,0,8.98,39,7.483,39,324.8,39,8.84,0,7.276,0,321.5,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T08:50:00Z,Penobscot Bay,8.36,0,1018.43695,0,8.08,39,6.58,39,320.2,39,7.946,0,6.45,0,316.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T09:00:00Z,Penobscot Bay,8.22,0,1018.37695,0,7.801,39,5.839,39,314.9,39,7.718,0,5.777,0,311.6,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T09:10:00Z,Penobscot Bay,8.18,0,1018.37695,0,8.47,39,6.317,39,314.6,39,8.44,0,6.219,0,311.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T09:20:00Z,Penobscot Bay,8.14,0,1018.37695,0,7.605,39,5.964,39,316.6,39,7.296,0,5.902,0,312.7,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T09:30:00Z,Penobscot Bay,8.16,0,1018.43695,0,7.33,39,5.872,39,318.8,39,7.248,0,5.798,0,315.0,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T09:40:00Z,Penobscot Bay,8.13,0,1018.43695,0,8.23,39,6.19,39,321.9,39,8.12,0,6.11,0,318.4,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T09:50:00Z,Penobscot Bay,7.96,0,1018.677,0,6.586,39,4.756,39,318.5,39,6.64,0,4.752,0,314.9,0,2998.1707,0,-68.99635,44.05597,-3.0
F01,2023-05-14T10:00:00Z,Penobscot Bay,7.764,0,1018.677,0,6.468,39,4.59,39,321.8,39,6.208,0,4.582,0,318.5,0,2998.1707,0,-68.99635,44.05597,-3.0
